Date,Load,Coal,Gas,Hydro,Wind,Solar
9/21/19 14:00,4211,2301,815,23,717,355
9/21/19 15:00,4400,2392,845,41,780,342
9/21/19 16:00,4568,2256,893,119,963,337
9/21/19 17:00,4699,2182,838,120,1231,328
9/21/19 18:00,4580,2113,838,120,1294,215
9/21/19 19:00,4677,2053,842,118,1622,42
9/21/19 20:00,4410,2055,837,116,1392,10
9/21/19 21:00,4388,2004,766,116,1491,11
9/21/19 22:00,4211,1861,704,53,1582,11
9/21/19 23:00,4072,1821,663,0,1577,11
9/22/19 0:00,3955,1800,618,0,1527,10
9/22/19 1:00,3765,1780,596,0,1380,9
9/22/19 2:00,3583,1772,563,0,1238,10
9/22/19 3:00,3326,1849,545,0,920,12
9/22/19 4:00,3058,1989,545,0,512,12
9/22/19 5:00,2991,2142,604,0,235,10
9/22/19 6:00,3054,2305,606,0,134,9
9/22/19 7:00,3153,2312,670,4,156,11
9/22/19 8:00,3298,2226,698,6,269,99
9/22/19 9:00,3494,2085,709,3,388,309
9/22/19 10:00,3712,2032,707,16,581,376
9/22/19 11:00,3625,1972,718,27,527,381
9/22/19 12:00,3458,1917,737,22,412,370
9/22/19 13:00,3520,1923,750,23,460,364
9/22/19 14:00,3595,1926,767,30,509,363
9/22/19 15:00,3820,2058,817,115,463,367
9/22/19 16:00,4192,2330,960,108,423,371
9/22/19 17:00,4363,2551,1024,114,318,356
9/22/19 18:00,4512,2720,1130,119,303,240
9/22/19 19:00,4488,2859,1117,107,358,47
9/22/19 20:00,4523,2799,1102,106,505,11
9/22/19 21:00,4499,2594,1076,98,720,11
9/22/19 22:00,4314,2133,939,71,1161,10
9/22/19 23:00,3893,1812,810,0,1261,10
9/23/19 0:00,3679,1730,660,0,1279,10
9/23/19 1:00,3515,1691,553,0,1271,0
9/23/19 2:00,3418,1678,569,0,1171,0
9/23/19 3:00,3336,1678,567,0,1091,0
9/23/19 4:00,3214,1679,564,0,971,0
9/23/19 5:00,3250,1720,577,0,953,0
9/23/19 6:00,3387,2053,681,0,647,6
9/23/19 7:00,3729,2493,854,0,374,8
9/23/19 8:00,3882,2572,1002,5,245,58
9/23/19 9:00,3978,2559,1078,4,119,218
9/23/19 10:00,4002,2563,1128,21,21,269
9/23/19 11:00,4142,2603,1222,24,51,242
9/23/19 12:00,4327,2616,1315,67,60,269
9/23/19 13:00,4466,2681,1277,103,100,305
9/23/19 14:00,4545,2691,1364,110,135,245
9/23/19 15:00,4748,2798,1450,109,159,232
9/23/19 16:00,4852,2878,1465,106,227,176
9/23/19 17:00,4879,2921,1466,108,292,92
9/23/19 18:00,4874,2934,1459,104,330,47
9/23/19 19:00,4784,2904,1441,97,337,5
9/23/19 20:00,4776,2928,1383,100,365,0
9/23/19 21:00,4562,2831,1309,96,326,0
9/23/19 22:00,4130,2668,1194,43,225,0
9/23/19 23:00,3665,2490,947,11,217,0
9/24/19 0:00,3350,2358,801,11,180,0
9/24/19 1:00,3169,2177,813,6,173,0
9/24/19 2:00,2987,2090,771,4,122,0
9/24/19 3:00,3082,2056,746,0,280,0
9/24/19 4:00,3151,1954,730,0,467,0
9/24/19 5:00,3426,1757,692,0,977,0
9/24/19 6:00,3709,1742,783,0,1184,0
9/24/19 7:00,4118,1746,829,0,1543,0
9/24/19 8:00,4206,1766,904,0,1484,52
9/24/19 9:00,4313,1793,963,0,1325,232
9/24/19 10:00,4401,1812,988,0,1245,356
9/24/19 11:00,4415,1819,1031,0,1204,361
9/24/19 12:00,4387,1859,1038,0,1135,355
9/24/19 13:00,4390,2006,1054,113,867,350
9/24/19 14:00,4688,2490,1220,160,471,347
9/24/19 15:00,5124,2734,1507,160,370,353
9/24/19 16:00,5615,2859,1938,163,302,353
9/24/19 17:00,5803,2993,2116,168,192,334
9/24/19 18:00,5843,3071,2340,175,54,203
9/24/19 19:00,5747,3077,2435,155,50,30
9/24/19 20:00,5525,2980,2280,163,102,0
9/24/19 21:00,5317,2939,2069,148,161,0
9/24/19 22:00,4838,2743,1740,123,232,0
9/24/19 23:00,4160,2434,1251,100,375,0
9/25/19 0:00,3534,2117,1002,24,391,0
9/25/19 1:00,3326,2100,925,5,295,1
9/25/19 2:00,3097,2034,783,6,274,0
9/25/19 3:00,2926,1846,624,3,453,0
9/25/19 4:00,2782,1798,603,19,362,0
9/25/19 5:00,2903,1833,616,10,444,0
9/25/19 6:00,3257,2037,703,5,512,0
9/25/19 7:00,3753,2189,849,20,695,0
9/25/19 8:00,4063,2149,912,23,902,77
9/25/19 9:00,3891,2105,828,24,635,299
9/25/19 10:00,3963,2023,790,25,752,373
9/25/19 11:00,4146,2124,885,27,738,372
9/25/19 12:00,4212,2198,933,30,694,357
9/25/19 13:00,4346,2580,987,28,400,351
9/25/19 14:00,4526,2797,1194,29,161,345
9/25/19 15:00,4831,2916,1323,34,206,352
9/25/19 16:00,5067,2960,1404,38,352,313
9/25/19 17:00,5179,2993,1434,38,426,288
9/25/19 18:00,5257,2990,1526,36,542,163
9/25/19 19:00,5174,2807,1348,34,961,24
9/25/19 20:00,5182,2553,1128,33,1468,0
9/25/19 21:00,4966,2195,922,35,1814,0
9/25/19 22:00,4376,1966,826,0,1584,0
9/25/19 23:00,3836,1818,739,0,1279,0
9/26/19 0:00,3518,1717,697,0,1104,0
9/26/19 1:00,4106,2100,925,5,1075,1
9/26/19 2:00,3840,2034,783,6,1017,0
9/26/19 3:00,3359,1846,624,3,886,0
9/26/19 4:00,3271,1798,603,19,851,0
9/26/19 5:00,3352,1833,616,10,893,0
9/26/19 6:00,3864,2037,703,5,1119,0
9/26/19 7:00,4431,2189,849,20,1373,0
9/26/19 8:00,4582,2149,912,23,1421,77
9/26/19 9:00,4689,2105,828,24,1433,299
9/26/19 10:00,4688,2023,790,25,1477,373
9/26/19 11:00,5021,2124,885,27,1613,372
9/26/19 12:00,5201,2198,933,30,1683,357
9/26/19 13:00,5800,2580,987,28,1854,351
9/26/19 14:00,6286,2797,1194,29,1921,345
9/26/19 15:00,6542,2916,1323,34,1917,352
9/26/19 16:00,6501,2960,1404,38,1786,313
9/26/19 17:00,6601,2993,1434,38,1848,288
9/26/19 18:00,6429,2990,1526,36,1714,163
9/26/19 19:00,5779,2807,1348,34,1566,24
9/26/19 20:00,5290,2553,1128,33,1576,0
9/26/19 21:00,4671,2195,922,35,1519,0
9/26/19 22:00,4265,1966,826,0,1473,0
9/26/19 23:00,3744,1818,739,0,1187,0
9/27/19 0:00,3523,1717,697,0,1109,0
9/27/19 1:00,3508,1691,613,0,1204,0
9/27/19 2:00,3504,1674,545,0,1285,0
9/27/19 3:00,3420,1674,498,0,1248,0
9/27/19 4:00,3314,1677,483,0,1154,0
9/27/19 5:00,3382,1677,497,0,1208,0
9/27/19 6:00,3567,1682,531,0,1354,0
9/27/19 7:00,3913,1778,651,0,1484,0
9/27/19 8:00,3937,1961,803,0,1104,69
9/27/19 9:00,4108,2269,781,0,778,280
9/27/19 10:00,4064,2412,791,2,493,366
9/27/19 11:00,4172,2604,869,25,307,367
9/27/19 12:00,4254,2655,978,26,249,346
9/27/19 13:00,4363,2657,1072,26,266,342
9/27/19 14:00,4604,2675,1011,48,532,338
9/27/19 15:00,4900,2634,856,168,910,332
9/27/19 16:00,5159,2658,879,168,1159,295
9/27/19 17:00,5147,2620,818,166,1329,214
9/27/19 18:00,4980,2477,808,151,1473,71
9/27/19 19:00,4641,2210,848,155,1420,8
9/27/19 20:00,4503,2019,898,138,1448,0
9/27/19 21:00,4412,1909,779,145,1578,1
9/27/19 22:00,4126,1802,941,151,1232,0
9/27/19 23:00,3774,1803,912,107,952,0
9/28/19 0:00,3478,1669,717,54,1038,0
9/28/19 1:00,3275,1627,639,4,1005,0
9/28/19 2:00,3120,1602,619,3,895,1
9/28/19 3:00,3049,1599,609,5,836,0
9/28/19 4:00,3120,1593,696,0,831,0
9/28/19 5:00,3183,1652,818,0,713,0
9/28/19 6:00,3307,1745,836,0,726,0
9/28/19 7:00,3476,1847,864,0,765,0
9/28/19 8:00,3611,1913,817,0,854,27
9/28/19 9:00,3610,1755,654,0,1080,121
9/28/19 10:00,3598,1622,631,0,1163,182
9/28/19 11:00,3663,1641,621,0,1157,244
9/28/19 12:00,3777,1647,616,19,1299,196
9/28/19 13:00,3954,1682,621,15,1493,143
9/28/19 14:00,3979,1688,623,27,1485,156
9/28/19 15:00,3968,1689,604,23,1500,152
9/28/19 16:00,4014,1687,602,30,1527,168
9/28/19 17:00,4092,1686,611,30,1604,161
9/28/19 18:00,4357,1696,630,32,1829,170
9/28/19 19:00,4435,1698,622,31,2066,18
9/28/19 20:00,4516,1717,632,87,2080,0
9/28/19 21:00,4477,1722,601,103,2051,0
9/28/19 22:00,4290,1682,572,80,1956,0
9/28/19 23:00,3956,1619,570,23,1744,0
9/29/19 0:00,3663,1607,465,0,1591,0
9/29/19 1:00,3826,1627,639,4,1556,0
9/29/19 2:00,3825,1602,619,3,1600,1
9/29/19 3:00,3767,1599,609,5,1554,0
9/29/19 4:00,3863,1593,696,0,1574,0
9/29/19 5:00,4101,1652,818,0,1631,0
9/29/19 6:00,4167,1745,836,0,1586,0
9/29/19 7:00,4365,1847,864,0,1654,0
9/29/19 8:00,4317,1913,817,0,1560,27
9/29/19 9:00,4090,1755,654,0,1560,121
9/29/19 10:00,4011,1622,631,0,1576,182
9/29/19 11:00,4045,1641,621,0,1539,244
9/29/19 12:00,4084,1647,616,19,1606,196
9/29/19 13:00,4157,1682,621,15,1696,143
9/29/19 14:00,4312,1688,623,27,1818,156
9/29/19 15:00,4494,1689,604,23,2026,152
9/29/19 16:00,4592,1687,602,30,2105,168
9/29/19 17:00,4513,1686,611,30,2025,161
9/29/19 18:00,4580,1696,630,32,2052,170
9/29/19 19:00,4482,1698,622,31,2113,18
9/29/19 20:00,4561,1717,632,87,2125,0
9/29/19 21:00,4436,1722,601,103,2010,0
9/29/19 22:00,4282,1682,572,80,1948,0
9/29/19 23:00,4126,1619,570,23,1914,0
9/30/19 0:00,3940,1607,465,0,1868,0
9/30/19 1:00,3938,1627,639,4,1668,0
9/30/19 2:00,3754,1602,619,3,1529,1
9/30/19 3:00,3713,1599,609,5,1500,0
9/30/19 4:00,3719,1593,696,0,1430,0
9/30/19 5:00,3970,1652,818,0,1500,0
9/30/19 6:00,4200,1745,836,0,1619,0
9/30/19 7:00,4382,1847,864,0,1671,0
9/30/19 8:00,4442,1913,817,0,1685,27
9/30/19 9:00,4026,1755,654,0,1496,121
9/30/19 10:00,3750,1622,631,0,1315,182
9/30/19 11:00,3957,1641,621,0,1451,244
9/30/19 12:00,3952,1647,616,19,1474,196
9/30/19 13:00,3744,1682,621,15,1283,143
9/30/19 14:00,3874,1688,623,27,1380,156
9/30/19 15:00,4169,1689,604,23,1701,152
9/30/19 16:00,4329,1687,602,30,1842,168
9/30/19 17:00,4402,1686,611,30,1914,161
9/30/19 18:00,4379,1696,630,32,1851,170
9/30/19 19:00,3980,1698,622,31,1611,18
9/30/19 20:00,4465,1717,632,87,2029,0
9/30/19 21:00,4417,1722,601,103,1991,0
9/30/19 22:00,4373,1682,572,80,2039,0
9/30/19 23:00,4050,1619,570,23,1838,0
10/1/19 0:00,3643,1607,465,0,1571,0
10/1/19 1:00,3671,1693,510,0,1468,0
10/1/19 2:00,3425,1622,500,0,1303,0
10/1/19 3:00,3199,1601,514,0,1084,0
10/1/19 4:00,3152,1603,712,0,837,0
10/1/19 5:00,3256,1742,795,0,719,0
10/1/19 6:00,3498,2025,827,22,624,0
10/1/19 7:00,3995,2433,994,25,543,0
10/1/19 8:00,4384,2760,1061,27,515,21
10/1/19 9:00,4328,2751,1040,24,433,80
10/1/19 10:00,4309,2669,1076,9,415,140
10/1/19 11:00,4294,2552,1151,24,353,214
10/1/19 12:00,4253,2599,1106,25,269,254
10/1/19 13:00,4184,2554,1050,27,280,273
10/1/19 14:00,4092,2467,985,29,331,280
10/1/19 15:00,4120,2448,967,55,386,264
10/1/19 16:00,4219,2386,976,104,550,203
10/1/19 17:00,4320,2477,951,118,613,161
10/1/19 18:00,4282,2567,930,113,582,90
10/1/19 19:00,4434,2730,989,113,589,13
10/1/19 20:00,4552,2751,1002,114,685,0
10/1/19 21:00,4470,2711,973,80,706,0
10/1/19 22:00,4314,2574,979,32,729,0
10/1/19 23:00,3932,2290,959,0,683,0
10/2/19 0:00,3467,1988,960,0,519,0
10/2/19 1:00,3400,2041,940,0,419,0
10/2/19 2:00,3327,2093,911,0,323,0
10/2/19 3:00,3187,2003,919,0,265,0
10/2/19 4:00,3260,2184,916,0,160,0
10/2/19 5:00,3345,2327,907,0,111,0
10/2/19 6:00,3445,2441,892,29,83,0
10/2/19 7:00,3927,2800,971,107,49,0
10/2/19 8:00,4130,2857,1087,118,44,24
10/2/19 9:00,4132,2666,1148,118,61,139
10/2/19 10:00,4117,2552,1231,74,45,215
10/2/19 11:00,4171,2530,1254,29,70,288
10/2/19 12:00,4202,2495,1231,25,112,339
10/2/19 13:00,4146,2338,1223,21,227,337
10/2/19 14:00,4118,2236,1152,21,359,350
10/2/19 15:00,4183,2154,1119,21,526,363
10/2/19 16:00,4243,2122,1074,20,662,365
10/2/19 17:00,4259,2135,1056,32,692,344
10/2/19 18:00,4384,2462,1023,33,676,190
10/2/19 19:00,4365,2396,981,34,929,25
10/2/19 20:00,4422,2422,1028,34,926,12
10/2/19 21:00,4227,2434,976,34,772,11
10/2/19 22:00,4004,2348,934,0,721,1
10/2/19 23:00,3770,2071,862,0,837,0
10/3/19 0:00,3431,1888,749,99,695,0
10/3/19 1:00,4094,2110,1461,0,523,0
10/3/19 2:00,4129,2436,1416,0,277,0
10/3/19 3:00,4000,2468,1322,12,198,0
10/3/19 4:00,3949,2430,1389,11,119,0
10/3/19 5:00,3985,2482,1412,12,79,0
10/3/19 6:00,4309,2615,1526,13,155,0
10/3/19 7:00,4809,2707,1616,105,380,1
10/3/19 8:00,4960,2664,1598,118,557,23
10/3/19 9:00,4990,2555,1493,122,703,117
10/3/19 10:00,4924,2316,1199,113,1105,191
10/3/19 11:00,4940,2143,1030,120,1384,263
10/3/19 12:00,5031,2124,935,101,1579,292
10/3/19 13:00,4907,2047,841,101,1667,251
10/3/19 14:00,4926,2019,785,108,1761,253
10/3/19 15:00,4989,2021,758,112,1844,254
10/3/19 16:00,5015,2050,727,112,1873,253
10/3/19 17:00,5107,2079,700,109,1914,305
10/3/19 18:00,5189,2081,719,112,2107,170
10/3/19 19:00,5365,2077,770,105,2402,11
10/3/19 20:00,5440,2089,780,104,2465,2
10/3/19 21:00,5300,2059,767,90,2384,0
10/3/19 22:00,5147,1973,782,0,2392,0
10/3/19 23:00,4816,1892,777,0,2147,0
10/4/19 0:00,4396,1879,638,0,1879,0
10/4/19 1:00,5449,2110,1461,0,1878,0
10/4/19 2:00,5696,2436,1416,0,1844,0
10/4/19 3:00,5574,2468,1322,12,1772,0
10/4/19 4:00,5616,2430,1389,11,1786,0
10/4/19 5:00,5798,2482,1412,12,1892,0
10/4/19 6:00,6274,2615,1526,13,2120,0
10/4/19 7:00,6847,2707,1616,105,2418,1
10/4/19 8:00,6846,2664,1598,118,2443,23
10/4/19 9:00,6576,2555,1493,122,2289,117
10/4/19 10:00,6001,2316,1199,113,2182,191
10/4/19 11:00,5629,2143,1030,120,2073,263
10/4/19 12:00,5418,2124,935,101,1966,292
10/4/19 13:00,5416,2047,841,101,2176,251
10/4/19 14:00,5365,2019,785,108,2200,253
10/4/19 15:00,5391,2021,758,112,2246,254
10/4/19 16:00,5444,2050,727,112,2302,253
10/4/19 17:00,5598,2079,700,109,2405,305
10/4/19 18:00,5565,2081,719,112,2483,170
10/4/19 19:00,5478,2077,770,105,2515,11
10/4/19 20:00,5473,2089,780,104,2498,2
10/4/19 21:00,5275,2059,767,90,2359,0
10/4/19 22:00,5232,1973,782,0,2477,0
10/4/19 23:00,4992,1892,777,0,2323,0
10/5/19 0:00,4612,1879,638,0,2095,0
10/5/19 1:00,5479,2110,1461,0,1908,0
10/5/19 2:00,5730,2436,1416,0,1878,0
10/5/19 3:00,5534,2468,1322,12,1732,0
10/5/19 4:00,5580,2430,1389,11,1750,0
10/5/19 5:00,5728,2482,1412,12,1822,0
10/5/19 6:00,6053,2615,1526,13,1899,0
10/5/19 7:00,6399,2707,1616,105,1970,1
10/5/19 8:00,6343,2664,1598,118,1940,23
10/5/19 9:00,6240,2555,1493,122,1953,117
10/5/19 10:00,5738,2316,1199,113,1919,191
10/5/19 11:00,5204,2143,1030,120,1648,263
10/5/19 12:00,5050,2124,935,101,1598,292
10/5/19 13:00,4552,2047,841,101,1312,251
10/5/19 14:00,4217,2019,785,108,1052,253
10/5/19 15:00,4002,2021,758,112,857,254
10/5/19 16:00,3743,2050,727,112,601,253
10/5/19 17:00,3829,2079,700,109,636,305
10/5/19 18:00,4001,2081,719,112,919,170
10/5/19 19:00,4217,2077,770,105,1254,11
10/5/19 20:00,4554,2089,780,104,1579,2
10/5/19 21:00,4638,2059,767,90,1722,0
10/5/19 22:00,4694,1973,782,0,1939,0
10/5/19 23:00,4467,1892,777,0,1798,0
10/6/19 0:00,4202,1879,638,0,1685,0
10/6/19 1:00,4079,1796,673,0,1610,0
10/6/19 2:00,4034,1793,602,0,1639,0
10/6/19 3:00,3895,1751,580,0,1564,0
10/6/19 4:00,3883,1774,574,0,1535,0
10/6/19 5:00,3829,1994,674,0,1161,0
10/6/19 6:00,4038,2167,893,0,978,0
10/6/19 7:00,4141,2187,888,0,1066,0
10/6/19 8:00,4187,2198,936,4,1004,45
10/6/19 9:00,4301,2188,921,3,941,248
10/6/19 10:00,4368,2022,886,4,1175,281
10/6/19 11:00,4308,1997,976,5,960,370
10/6/19 12:00,4286,1989,944,6,976,371
10/6/19 13:00,4266,2031,1080,11,785,359
10/6/19 14:00,4289,2261,1112,11,550,355
10/6/19 15:00,4329,2373,1219,26,357,354
10/6/19 16:00,4384,2407,1346,94,171,366
10/6/19 17:00,4479,2548,1423,103,73,332
10/6/19 18:00,4775,2716,1765,106,33,155
10/6/19 19:00,4952,2813,1890,108,133,8
10/6/19 20:00,5102,2777,1798,105,421,1
10/6/19 21:00,4992,2424,1551,107,910,0
10/6/19 22:00,4738,2129,1258,103,1248,0
10/6/19 23:00,4410,1912,896,0,1602,0
10/7/19 0:00,4214,1775,706,0,1733,0
10/7/19 1:00,4132,1813,554,0,1765,0
10/7/19 2:00,4075,1787,559,0,1729,0
10/7/19 3:00,4061,1747,567,0,1747,0
10/7/19 4:00,4113,1848,593,0,1672,0
10/7/19 5:00,4233,1997,584,0,1652,0
10/7/19 6:00,4489,2071,695,0,1723,0
10/7/19 7:00,4786,2387,947,0,1452,0
10/7/19 8:00,4875,2677,1145,15,989,49
10/7/19 9:00,4660,2633,1279,3,470,275
10/7/19 10:00,4623,2633,1300,5,317,368
10/7/19 11:00,4583,2634,1195,3,378,373
10/7/19 12:00,4578,2591,1183,3,446,355
10/7/19 13:00,4592,2547,1188,4,510,343
10/7/19 14:00,4672,2589,1181,5,550,347
10/7/19 15:00,4694,2616,1218,6,500,354
10/7/19 16:00,4795,2617,1227,85,510,356
10/7/19 17:00,4954,2629,1259,86,655,325
10/7/19 18:00,5075,2583,1268,92,988,144
10/7/19 19:00,5117,2634,1252,105,1119,7
10/7/19 20:00,5307,2685,1184,111,1327,0
10/7/19 21:00,5052,2290,1188,117,1456,1
10/7/19 22:00,4816,2228,977,105,1506,0
10/7/19 23:00,4561,2111,800,0,1650,0
10/8/19 0:00,4367,2003,736,0,1628,0
10/8/19 1:00,4242,2069,656,0,1517,0
10/8/19 2:00,3982,2117,649,0,1216,0
10/8/19 3:00,3889,2111,857,0,921,0
10/8/19 4:00,3879,2352,981,0,546,0
10/8/19 5:00,3974,2469,883,0,622,0
10/8/19 6:00,4136,2553,924,0,659,0
10/8/19 7:00,4435,2769,1209,9,448,0
10/8/19 8:00,4650,2718,1358,3,528,43
10/8/19 9:00,4623,2520,1356,3,500,244
10/8/19 10:00,4537,2551,1355,3,313,315
10/8/19 11:00,4462,2627,1308,5,204,318
10/8/19 12:00,4460,2724,1280,3,134,319
10/8/19 13:00,4481,2728,1360,9,158,226
10/8/19 14:00,4605,2707,1399,59,212,228
10/8/19 15:00,4726,2738,1482,97,184,225
10/8/19 16:00,4805,2777,1563,95,139,231
10/8/19 17:00,4877,2852,1608,102,181,134
10/8/19 18:00,4992,2878,1542,108,397,67
10/8/19 19:00,5090,2671,1449,108,857,5
10/8/19 20:00,5101,2600,1437,90,974,0
10/8/19 21:00,4898,2722,1279,44,853,0
10/8/19 22:00,4642,2817,1013,77,735,0
10/8/19 23:00,4232,2750,911,77,494,0
10/9/19 0:00,4046,2769,925,52,300,0
10/9/19 1:00,3976,2835,882,0,259,0
10/9/19 2:00,3863,2875,728,0,260,0
10/9/19 3:00,3779,2790,738,0,251,0
10/9/19 4:00,3748,2736,747,0,265,0
10/9/19 5:00,3811,2637,813,0,361,0
10/9/19 6:00,4005,2449,947,0,609,0
10/9/19 7:00,4325,2675,987,33,630,0
10/9/19 8:00,4570,2807,1096,88,556,23
10/9/19 9:00,4591,2791,1208,90,377,125
10/9/19 10:00,4496,2776,1292,91,158,179
10/9/19 11:00,4532,2698,1387,92,134,221
10/9/19 12:00,4623,2649,1490,98,167,219
10/9/19 13:00,4682,2539,1363,100,453,227
10/9/19 14:00,4779,2327,1309,103,825,215
10/9/19 15:00,4830,2097,1285,96,1128,224
10/9/19 16:00,5063,2011,1265,46,1522,219
10/9/19 17:00,5091,1927,1116,30,1834,184
10/9/19 18:00,5148,1947,999,34,2092,76
10/9/19 19:00,5048,1955,880,32,2178,3
10/9/19 20:00,5102,1951,782,29,2340,0
10/9/19 21:00,5004,1898,797,0,2309,0
10/9/19 22:00,4781,1821,794,0,2166,0
10/9/19 23:00,4529,1820,764,0,1945,0
10/10/19 0:00,4304,1810,775,0,1717,2
10/10/19 1:00,5329,2835,882,0,1612,0
10/10/19 2:00,5100,2875,728,0,1497,0
10/10/19 3:00,4975,2790,738,0,1447,0
10/10/19 4:00,4887,2736,747,0,1404,0
10/10/19 5:00,4796,2637,813,0,1346,0
10/10/19 6:00,4664,2449,947,0,1268,0
10/10/19 7:00,5024,2675,987,33,1329,0
10/10/19 8:00,5399,2807,1096,88,1385,23
10/10/19 9:00,5623,2791,1208,90,1409,125
10/10/19 10:00,5757,2776,1292,91,1419,179
10/10/19 11:00,5886,2698,1387,92,1488,221
10/10/19 12:00,6042,2649,1490,98,1586,219
10/10/19 13:00,5876,2539,1363,100,1647,227
10/10/19 14:00,5672,2327,1309,103,1718,215
10/10/19 15:00,5510,2097,1285,96,1808,224
10/10/19 16:00,5399,2011,1265,46,1858,219
10/10/19 17:00,5139,1927,1116,30,1882,184
10/10/19 18:00,4919,1947,999,34,1863,76
10/10/19 19:00,4621,1955,880,32,1751,3
10/10/19 20:00,4501,1951,782,29,1739,0
10/10/19 21:00,4384,1898,797,0,1689,0
10/10/19 22:00,4302,1821,794,0,1687,0
10/10/19 23:00,4099,1820,764,0,1515,0
10/11/19 0:00,4015,1810,775,0,1428,2
10/11/19 1:00,4604,2296,1057,11,1240,0
10/11/19 2:00,4626,2308,1138,0,1180,0
10/11/19 3:00,4576,2310,1295,0,971,0
10/11/19 4:00,4585,2302,1283,0,1000,0
10/11/19 5:00,4686,2325,1375,0,986,0
10/11/19 6:00,4883,2592,1410,0,880,1
10/11/19 7:00,5147,2749,1565,20,813,0
10/11/19 8:00,5399,2869,1637,21,840,32
10/11/19 9:00,5448,2710,1644,17,824,253
10/11/19 10:00,5402,2569,1603,17,838,375
10/11/19 11:00,5321,2423,1520,17,980,381
10/11/19 12:00,5214,2353,1289,16,1192,364
10/11/19 13:00,5039,2266,1123,18,1331,301
10/11/19 14:00,4850,2180,1110,17,1221,322
10/11/19 15:00,4747,2171,1096,15,1199,266
10/11/19 16:00,4701,2168,1054,19,1242,218
10/11/19 17:00,4695,2141,1050,17,1182,305
10/11/19 18:00,4831,2229,1256,53,1161,132
10/11/19 19:00,5114,2475,1708,97,830,4
10/11/19 20:00,5405,2705,1704,96,900,0
10/11/19 21:00,5169,2554,1720,95,800,0
10/11/19 22:00,5148,2491,1654,96,906,1
10/11/19 23:00,4874,2203,1411,18,1242,0
10/12/19 0:00,4686,1969,1042,0,1675,0
10/12/19 1:00,4470,1914,925,0,1631,0
10/12/19 2:00,4340,1896,862,0,1582,0
10/12/19 3:00,4247,1897,830,0,1520,0
10/12/19 4:00,4216,1883,899,0,1434,0
10/12/19 5:00,4232,1931,1270,0,1031,0
10/12/19 6:00,4376,2304,1443,20,609,0
10/12/19 7:00,4562,2540,1446,18,558,0
10/12/19 8:00,4675,2644,1450,22,519,40
10/12/19 9:00,4698,2596,1445,21,373,263
10/12/19 10:00,4624,2595,1451,17,192,369
10/12/19 11:00,4495,2442,1414,15,258,366
10/12/19 12:00,4407,2386,1439,17,211,354
10/12/19 13:00,4361,2394,1410,18,199,340
10/12/19 14:00,4250,2282,1393,17,214,344
10/12/19 15:00,4257,2252,1397,16,245,347
10/12/19 16:00,4286,2291,1379,35,235,346
10/12/19 17:00,4426,2413,1381,41,279,312
10/12/19 18:00,4580,2721,1432,74,233,120
10/12/19 19:00,4774,2828,1448,111,384,3
10/12/19 20:00,4859,2745,1440,113,561,0
10/12/19 21:00,4740,2570,1412,110,648,0
10/12/19 22:00,4564,2341,1409,83,731,0
10/12/19 23:00,4373,2209,1394,34,736,0
10/13/19 0:00,4197,2109,1385,0,703,0
10/13/19 1:00,4186,2167,1373,0,646,0
10/13/19 2:00,3962,2099,1303,0,560,0
10/13/19 3:00,3890,2168,1311,0,411,0
10/13/19 4:00,3941,2351,1306,0,284,0
10/13/19 5:00,3968,2321,1328,0,319,0
10/13/19 6:00,4058,2372,1380,17,289,0
10/13/19 7:00,4249,2613,1396,17,223,0
10/13/19 8:00,4351,2746,1395,17,159,34
10/13/19 9:00,4387,2655,1371,17,83,261
10/13/19 10:00,4343,2535,1378,17,51,362
10/13/19 11:00,4311,2511,1382,16,44,358
10/13/19 12:00,4294,2512,1373,18,45,346
10/13/19 13:00,4245,2416,1353,17,125,334
10/13/19 14:00,4197,2317,1359,18,171,332
10/13/19 15:00,4284,2398,1365,16,170,335
10/13/19 16:00,4368,2520,1287,55,164,342
10/13/19 17:00,4534,2559,1300,94,284,297
10/13/19 18:00,4789,2582,1444,92,556,115
10/13/19 19:00,5015,2553,1447,100,913,2
10/13/19 20:00,5135,2337,1351,95,1351,1
10/13/19 21:00,4922,2064,1180,50,1628,0
10/13/19 22:00,4677,2003,1003,18,1653,0
10/13/19 23:00,4442,1975,859,17,1591,0
10/14/19 0:00,4218,1970,796,0,1452,0
10/14/19 1:00,4241,1973,771,0,1496,1
10/14/19 2:00,4119,1961,752,0,1406,0
10/14/19 3:00,4042,1922,734,0,1386,0
10/14/19 4:00,4004,1875,705,0,1424,0
10/14/19 5:00,4129,1877,866,0,1386,0
10/14/19 6:00,4250,1971,1029,16,1233,1
10/14/19 7:00,4739,2189,1280,18,1252,0
10/14/19 8:00,5046,2413,1316,39,1247,31
10/14/19 9:00,4886,2487,1016,20,1124,239
10/14/19 10:00,4714,2484,999,18,869,344
10/14/19 11:00,4822,2547,987,21,986,281
10/14/19 12:00,4764,2537,1041,22,911,253
10/14/19 13:00,4786,2533,1026,26,877,324
10/14/19 14:00,4826,2548,1032,26,900,320
10/14/19 15:00,4935,2533,1137,18,922,325
10/14/19 16:00,4980,2589,1249,20,797,325
10/14/19 17:00,5065,2637,1285,77,770,296
10/14/19 18:00,5250,2986,1511,129,520,104
10/14/19 19:00,5449,3085,1551,129,681,3
10/14/19 20:00,5504,2813,1600,120,971,0
10/14/19 21:00,5294,2551,1484,132,1127,0
